symbol,lonaName,shortName,Acronym,Sector,Announced Date,Due Date,Distribution Date,Amount,Distribution Way
4004,Dallah Healthcare Co.,DALLAH HEALTH,DALLAH HEALTH,Health Care Equipment & Svc,2017-02-23,2017-04-26,2017-05-08,2,Account Transfer
8070,Arabian Shield Cooperative Insurance Co.,ARABIAN SHIELD,ARABIAN SHIELD,Insurance,2017-02-23,2017-03-30,2017-04-16,2,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2017-02-23,2017-04-12,2017-04-25,0.4,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2017-02-26,2017-03-26,2017-04-10,0.65,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2017-02-27,2017-03-05,2017-03-19,0.25,Account Transfer
8012,Aljazira Takaful Taawuni Co.,JAZIRA TAKAFUL,JAZIRA TAKAFUL,Insurance,2017-03-01,2017-05-17,2017-06-05,0.5,Account Transfer
1210,Basic Chemical Industries Co.,BCI,BCI,Materials,2017-03-05,2017-05-10,2017-05-23,1,Account Transfer
4009,Middle East Healthcare Co.,SAUDI GERMAN HEALTH,SAUDI GERMAN HEALTH,Health Care Equipment & Svc,2017-03-05,2017-06-08,2017-06-21,2,Account Transfer
8180,Al Sagr Cooperative Insurance Co.,ALSAGR INSURANCE,ALSAGR INSURANCE,Insurance,2017-03-05,2017-05-16,2017-06-15,2,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2017-03-07,2017-03-16,2017-04-10,1,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2017-03-08,2017-03-30,2017-04-20,0.7,Account Transfer
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2017-03-09,2017-04-10,2017-04-23,0.5,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2017-03-12,2017-04-16,2017-05-11,1,Account Transfer
8210,Bupa Arabia for Cooperative Insurance Co.,BUPA ARABIA,BUPA ARABIA,Insurance,2017-03-13,2017-05-08,2017-05-21,1.5,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2017-03-14,2017-05-28,2017-06-06,0.5,Account Transfer
1303,Electrical Industries Co.,EIC,EIC,Capital Goods,2017-03-14,2017-04-25,2017-05-11,0.9,Account Transfer
4051,Baazeem Trading Co.,BAAZEEM,BAAZEEM,Retailing,2017-03-14,2017-05-22,2017-06-04,1.7,Account Transfer
1202,Middle East Paper Co.,MEPCO,MEPCO,Materials,2017-03-15,2017-05-23,2017-06-08,0.75,Account Transfer
1212,Astra Industrial Group,ASTRA INDUSTRIAL,ASTRA INDUSTRIAL,Capital Goods,2017-03-19,2017-05-16,2017-06-06,0.5,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2017-03-22,2017-04-19,2017-05-08,2,Account Transfer
4011,Lazurde Company for Jewelry,LAZURDE,LAZURDE,Consumer Durables & Apparel,2017-03-23,2017-04-10,2017-04-24,0.5,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2017-03-23,2017-05-21,2017-06-12,2.5,Account Transfer
8270,Buruj Cooperative Insurance Co.,BURUJ,BURUJ,Insurance,2017-04-06,2017-05-22,2017-06-06,0.5,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2017-04-12,2017-12-31,2018-01-10,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2017-04-12,2017-10-01,2017-10-11,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2017-04-12,2017-06-29,2017-07-09,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2017-04-12,2017-04-12,2017-04-23,0.125,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2017-04-13,2017-04-30,2017-05-15,0.4,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2017-04-20,2017-04-25,2017-05-08,0.85,Account Transfer
1810,Seera Group Holding,SEERA,SEERA,Consumer Services,2017-05-03,2018-02-18,2018-02-25,0.5,Account Transfer
1810,Seera Group Holding,SEERA,SEERA,Consumer Services,2017-05-03,2017-08-17,2017-08-24,0.5,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2017-05-03,2017-05-09,2017-05-22,0.35,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2017-05-04,2017-05-21,2017-06-08,1.25,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2017-05-04,2017-05-24,2017-06-06,4,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2017-05-04,2017-05-11,2017-05-29,1,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2017-05-08,2017-05-16,2017-05-25,2.2,Account Transfer
2120,Saudi Advanced Industries Co.,SAIC,SAIC,Diversified Financials,2017-05-10,2018-02-05,2018-02-22,0.25,Account Transfer
2120,Saudi Advanced Industries Co.,SAIC,SAIC,Diversified Financials,2017-05-10,2017-07-03,2017-07-19,0.25,Account Transfer
4110,Batic Investments and Logistics Co.,BATIC,BATIC,Transportation,2017-05-14,2017-06-06,2017-06-20,0.25,Account Transfer
1304,Al Yamamah Steel Industries Co.,ALYAMAMAH STEEL,ALYAMAMAH STEEL,Materials,2017-05-16,2017-05-21,2017-06-18,1,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2017-05-17,2017-06-22,2017-07-20,0.7,Account Transfer
4031,Saudi Ground Services Co.,SGS,SGS,Transportation,2017-05-21,2017-05-28,2017-06-11,0.65,Account Transfer
4330,Riyad REIT Fund,RIYAD REIT,RIYAD REIT,REITs,2017-05-22,2017-06-15,2017-07-27,0.26,Account Transfer
6020,Al Gassim Investment Holding Co.,GACO,GACO,Food & Beverages,2017-05-22,2017-07-04,2017-07-24,0.25,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2017-05-24,2017-06-06,2017-06-20,2.25,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2017-05-25,2017-07-02,2017-07-24,0.5,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2017-05-25,2017-07-31,2017-08-10,1,Account Transfer
2290,Yanbu National Petrochemical Co.,YANSAB,YANSAB,Materials,2017-06-07,2017-07-02,2017-07-13,1.5,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2017-06-07,2017-07-16,2017-07-31,0.4,Account Transfer
1180,The Saudi National Bank,SNB,SNB,Banks,2017-06-15,2017-06-18,2017-07-06,1.1,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2017-06-18,2017-07-02,2017-07-16,0.55,Account Transfer
4012,Thob Al Aseel Co.,ALASEEL,ALASEEL,Consumer Durables & Apparel,2017-06-19,2017-09-25,2017-10-10,4,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2017-06-21,2017-07-30,2017-08-17,2,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2017-06-21,2017-07-02,2017-07-16,0.35,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2017-07-02,2017-08-15,2017-08-29,0.75,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2017-07-05,2017-07-13,2017-07-25,0.65,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2017-07-10,2017-07-31,2017-10-01,1,Account Transfer
4003,United Electronics Co.,EXTRA,EXTRA,Retailing,2017-07-10,2017-07-13,2017-07-30,0.75,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2017-07-10,2017-07-16,2017-07-27,1.05,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2017-07-11,2017-07-16,2017-08-03,1,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2017-07-12,2017-07-18,2017-07-27,1.5,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2017-07-12,2017-08-10,2017-08-24,0.5,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2017-07-20,2017-08-03,2017-08-17,0.71,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2017-07-26,2017-07-31,2017-08-20,1,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2017-07-26,2017-07-30,2017-08-10,0.35,Account Transfer
4008,Saudi Company for Hardware,SACO,SACO,Retailing,2017-07-27,2017-09-20,2017-10-11,1.75,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2017-07-30,2017-08-02,2017-08-15,0.4,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2017-07-30,2017-08-01,2017-08-15,0.4,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2017-08-02,2017-08-07,2017-08-21,1,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2017-08-03,2017-08-20,2017-09-10,1,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2017-08-07,2017-08-15,2017-08-24,1.45,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2017-08-08,2017-08-10,2017-08-30,0.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2017-08-09,2017-08-10,2017-08-27,1,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2017-08-15,2017-08-21,2017-09-10,1.5,Account Transfer
4191,Abdullah Saad Mohammed Abo Moati for Bookstores Co.,ABO MOATI,ABO MOATI,Retailing,2017-08-16,2017-09-18,2017-10-03,0.5,Account Transfer
4332,Jadwa REIT Al Haramain Fund,JADWA REIT ALHARAMAIN,JADWA REIT ALHARAMAIN,REITs,2017-08-20,2017-08-24,2017-10-08,0.1,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2017-08-27,2017-09-11,2017-09-26,0.75,Account Transfer
4031,Saudi Ground Services Co.,SGS,SGS,Transportation,2017-09-17,2017-09-25,2017-10-09,0.65,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2017-09-25,2017-12-03,2017-12-19,2,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2017-09-25,2017-09-28,2017-10-19,1.5,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2017-09-25,2017-10-02,2017-10-18,2,Account Transfer
1140,Bank Albilad,ALBILAD,ALBILAD,Banks,2017-09-26,2017-10-01,2017-10-19,0.3,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2017-09-28,2017-10-02,2017-10-17,0.4,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2017-10-04,2017-10-11,2017-10-26,0.7,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2017-10-08,2017-12-31,2018-01-11,0.5,Account Transfer
4333,Taleem REIT Fund,TALEEM REIT,TALEEM REIT,REITs,2017-10-15,2017-10-16,2017-11-02,0.15,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2017-10-16,2017-10-19,2017-11-05,0.6,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2017-10-26,2017-10-31,2017-11-21,1,Account Transfer
4331,AlJazira REIT,ALJAZIRA REIT,ALJAZIRA REIT,REITs,2017-11-01,2017-11-08,2017-12-21,0.25,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2017-11-02,2017-12-17,2017-12-28,0.35,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2017-11-02,2017-11-05,2017-11-19,0.35,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2017-11-05,2017-11-21,2017-12-11,1.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2017-11-06,2017-11-21,2017-11-30,2.5,Account Transfer
4031,Saudi Ground Services Co.,SGS,SGS,Transportation,2017-11-12,2017-11-20,2017-12-04,0.65,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2017-11-28,2017-12-07,2017-12-26,0.5,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2017-11-29,2017-12-04,2017-12-20,2,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2017-12-05,2018-03-18,2018-04-04,0.7,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2017-12-11,2018-04-09,2018-04-17,0.75,Account Transfer
4007,Al Hammadi Holding,ALHAMMADI,ALHAMMADI,Health Care Equipment & Svc,2017-12-11,2017-12-26,2018-01-02,0.75,Account Transfer
4004,Dallah Healthcare Co.,DALLAH HEALTH,DALLAH HEALTH,Health Care Equipment & Svc,2017-12-13,2018-05-22,2018-06-11,2.5,Account Transfer
1150,Alinma Bank,ALINMA,ALINMA,Banks,2017-12-13,2018-04-10,2018-04-25,0.8,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2017-12-14,2018-04-17,2018-05-03,1.5,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2017-12-17,2017-12-25,2018-01-07,1,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2017-12-19,2018-04-17,2018-05-01,2.2,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2017-12-19,2018-05-14,2018-06-04,0.5,Account Transfer
2310,Sahara International Petrochemical Co.,SIPCHEM,SIPCHEM,Materials,2017-12-20,2018-04-01,2018-04-15,0.5,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2017-12-21,2018-04-02,2018-04-17,0.65,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2017-12-24,2017-12-31,2018-01-21,1.5,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2017-12-24,2018-04-05,2018-04-16,2.5,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2017-12-24,2018-03-28,2018-04-08,0.71,Account Transfer
2220,National Metal Manufacturing and Casting Co.,MAADANIYAH,MAADANIYAH,Materials,2017-12-28,2018-05-10,2018-05-30,0.25,Account Transfer
2290,Yanbu National Petrochemical Co.,YANSAB,YANSAB,Materials,2017-12-28,2018-04-02,2018-04-16,1.75,Account Transfer
1832,Sadr Logistics Co.,SADR,SADR,Commercial & Professional Svc,2017-12-28,2018-04-11,2018-04-29,1.5,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2017-12-28,2018-03-26,2018-04-09,0.38,Account Transfer
1180,The Saudi National Bank,SNB,SNB,Banks,2017-12-31,2018-05-15,2018-05-29,0.6,Account Transfer
4332,Jadwa REIT Al Haramain Fund,JADWA REIT ALHARAMAIN,JADWA REIT ALHARAMAIN,REITs,2018-01-02,2018-01-09,2018-01-24,0.26,Account Transfer
4333,Taleem REIT Fund,TALEEM REIT,TALEEM REIT,REITs,2018-01-14,2018-01-14,2018-01-30,0.16,Account Transfer
1140,Bank Albilad,ALBILAD,ALBILAD,Banks,2018-01-14,2018-04-11,2018-04-29,0.4,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2018-01-18,2018-03-05,2018-03-19,1,Account Transfer
4330,Riyad REIT Fund,RIYAD REIT,RIYAD REIT,REITs,2018-01-22,2018-02-18,2018-02-25,0.3,Account Transfer
1304,Al Yamamah Steel Industries Co.,ALYAMAMAH STEEL,ALYAMAMAH STEEL,Materials,2018-01-22,2018-01-28,2018-02-18,0.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2018-01-25,2018-04-26,2018-05-17,1,Account Transfer
4336,Mulkia Gulf Real Estate REIT,MULKIA REIT,MULKIA REIT,REITs,2018-01-28,2018-02-01,2018-02-21,0.105,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2018-01-29,2018-03-01,2018-03-18,0.8,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2018-01-29,2018-04-29,2018-05-13,0.5,Account Transfer
4002,Mouwasat Medical Services Co.,MOUWASAT,MOUWASAT,Health Care Equipment & Svc,2018-01-29,2018-05-02,2018-05-14,3,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2018-01-31,2018-04-23,2018-05-07,1.1,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2018-02-01,2018-04-30,2018-05-14,1.5,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2018-02-07,2018-04-15,2018-04-25,1.75,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2018-02-08,2018-05-27,2018-06-10,1,Account Transfer
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2018-02-08,2018-05-09,2018-05-23,0.32,Account Transfer
4008,Saudi Company for Hardware,SACO,SACO,Retailing,2018-02-11,2018-03-04,2018-03-21,1.5,Account Transfer
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2018-02-14,2018-04-24,2018-05-01,0.6,Account Transfer
4005,National Medical Care Co.,CARE,CARE,Health Care Equipment & Svc,2018-02-18,2018-04-15,2018-04-22,1,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2018-02-18,2018-03-25,2018-04-03,2.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2018-02-19,2018-04-08,2018-04-26,1,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2018-02-21,2018-03-19,2018-04-02,1,Account Transfer
4003,United Electronics Co.,EXTRA,EXTRA,Retailing,2018-02-22,2018-03-27,2018-04-10,1.25,Account Transfer
4335,Musharaka REIT Fund,MUSHARAKA REIT,MUSHARAKA REIT,REITs,2018-02-26,2018-03-01,2018-03-25,0.35,Account Transfer
1210,Basic Chemical Industries Co.,BCI,BCI,Materials,2018-02-27,2018-05-15,2018-06-06,1,Account Transfer
3007,Zahrat Al Waha for Trading Co.,OASIS,OASIS,Materials,2018-02-27,2018-04-22,2018-05-06,1,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2018-02-27,2018-03-29,2018-04-12,0.3,Account Transfer
4012,Thob Al Aseel Co.,ALASEEL,ALASEEL,Consumer Durables & Apparel,2018-02-28,2018-05-27,2018-06-10,4,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2018-03-01,2018-04-24,2018-05-08,0.5,Account Transfer
1202,Middle East Paper Co.,MEPCO,MEPCO,Materials,2018-03-04,2018-04-22,2018-05-08,0.75,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2018-03-04,2018-04-19,2018-05-06,0.35,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2018-03-04,2018-04-16,2018-05-01,0.8,Account Transfer
4051,Baazeem Trading Co.,BAAZEEM,BAAZEEM,Retailing,2018-03-05,2018-05-02,2018-05-21,1.7,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2018-03-07,2018-04-17,2018-04-29,0.5,Account Transfer
2380,Rabigh Refining and Petrochemical Co.,PETRO RABIGH,PETRO RABIGH,Energy,2018-03-08,2018-04-24,2018-05-08,0.5,Account Transfer
2340,Al Abdullatif Industrial Investment Co.,ALABDULLATIF,ALABDULLATIF,Consumer Durables & Apparel,2018-03-08,2018-05-01,2018-05-14,0.5,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2018-03-13,2018-05-22,2018-06-12,0.5,Account Transfer
4334,AL Maather REIT Fund,AL MAATHER REIT,AL MAATHER REIT,REITs,2018-03-14,2018-03-18,2018-04-01,0.26,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2018-03-15,2018-04-15,2018-05-03,1.25,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2018-03-19,2018-03-29,2018-04-19,0.7,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2018-03-20,2018-04-23,2018-05-10,3,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2018-03-21,2018-05-08,2018-05-24,1,Account Transfer
1303,Electrical Industries Co.,EIC,EIC,Capital Goods,2018-03-21,2018-05-13,2018-05-27,1,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2018-03-21,2018-06-25,2018-07-17,0.7,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2018-03-22,2018-05-15,2018-05-31,1,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2018-03-22,2018-04-19,2018-05-03,1,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2018-03-25,2018-04-02,2018-04-12,2.55,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2018-03-25,2018-04-15,2018-05-01,0.4,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2018-03-26,2018-04-16,2018-04-30,1,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2018-03-26,2018-04-15,2018-04-30,0.4,Account Transfer
7201,Arab Sea Information System Co.,ARAB SEA,ARAB SEA,Software & Services,2018-03-26,2018-05-08,2018-05-17,0.5,Account Transfer
3003,City Cement Co.,CITY CEMENT,CITY CEMENT,Materials,2018-03-28,2018-05-03,2018-05-17,0.4,Account Transfer
1212,Astra Industrial Group,ASTRA INDUSTRIAL,ASTRA INDUSTRIAL,Capital Goods,2018-03-28,2018-05-17,2018-06-07,0.5,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2018-03-28,2018-04-05,2018-04-23,1.3,Account Transfer
2190,Saudi Industrial Services Co.,SISCO,SISCO,Transportation,2018-03-28,2018-05-23,2018-06-10,0.3,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2018-03-28,2018-04-24,2018-05-23,0.5,Account Transfer
4006,Saudi Marketing Co.,FARM SUPERSTORES,FARM SUPERSTORES,Food & Staples Retailing,2018-03-28,2018-04-30,2018-05-14,0.75,Account Transfer
4339,Derayah REIT Fund,DERAYAH REIT,DERAYAH REIT,REITs,2018-03-29,2018-03-29,2018-05-01,0.1023,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2018-03-29,2018-04-10,2018-04-29,0.5,Account Transfer
4180,Fitaihi Holding Group,FITAIHI GROUP,FITAIHI GROUP,Consumer Durables & Apparel,2018-03-29,2018-05-14,2018-05-27,0.5,Account Transfer
4009,Middle East Healthcare Co.,SAUDI GERMAN HEALTH,SAUDI GERMAN HEALTH,Health Care Equipment & Svc,2018-03-29,2018-06-24,2018-07-12,2,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2018-03-29,2018-12-31,2019-01-15,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2018-03-29,2018-09-30,2018-10-14,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2018-03-29,2018-07-01,2018-07-15,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2018-03-29,2018-04-01,2018-04-17,0.125,Account Transfer
4320,Alandalus Property Co.,ALANDALUS,ALANDALUS,"Real Estate Mgmt & Dev't",2018-04-01,2018-05-27,2018-06-10,2,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2018-04-02,2018-05-14,2018-05-29,0.5,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2018-04-02,2018-05-21,2018-06-06,2,Account Transfer
4333,Taleem REIT Fund,TALEEM REIT,TALEEM REIT,REITs,2018-04-08,2018-04-09,2018-04-30,0.16,Account Transfer
8012,Aljazira Takaful Taawuni Co.,JAZIRA TAKAFUL,JAZIRA TAKAFUL,Insurance,2018-04-11,2018-05-20,2018-06-07,0.7,Account Transfer
